1lmU3giNF3CSbkVSQmLpHQ,Surf Mesa,150755.0,64,['tropical house'],us (1)
4AK6F7OLvEQ5QYCBNiQWHq,One Direction,27287402.0,84,"['boy band', 'pop', 'post-teen pop', 'talent show']",us (40)
0uGk2czvcpWQA383Im6ajf,Maggie Lindemann,1815243.0,66,"['alt z', 'dark pop', 'pop', 'post-teen pop']",us (1)
5ZsFI1h6hIdQRw2ti0hz81,ZAYN,21261196.0,76,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",us (23)
3YcBF2ttyueytpXtEzn1Za,Incubus,2941817.0,68,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'pop rock', 'post-grunge', 'rock']",us (2)
2oX42qP5ineK3hrhBECLmj,Andy Grammer,1089922.0,70,"['dance pop', 'neo mellow', 'pop', 'pop rap', 'pop rock']",us (3)
4aXXDj9aZnlshx7mzj3W1N,Lin-Manuel Miranda,534801.0,72,"['hollywood', 'show tunes']",us (1)
7aBzpmFXB4WWpPl2F7RjBe,Wyclef Jean,277478.0,70,['rap kreyol'],us (1)
0f5nVCcR06GX8Qikz0COtT,Omarion,2549587.0,60,"['dance pop', 'hip pop', 'pop r&b', 'r&b', 'southern hip hop', 'urban contemporary']",us (2)
5ZS223C6JyBfXasXxrRqOk,Jhené Aiko,5804969.0,77,"['pop', 'r&b', 'urban contemporary']",us (6)
63yrD80RY3RNEM2YDpUpO8,Melanie Martinez,14998569.0,78,"['alt z', 'electropop', 'pop']",us (9)
2qxJFvFYMEDqd7ui6kSAcq,Zedd,5803650.0,75,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk pop']",us (14)
4l1cKWYW591xnwEGxpUg3J,Miike Snow,612412.0,55,"['alternative dance', 'electropop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'swedish electropop', 'swedish indie pop', 'swedish synthpop']",us (1)
2M4eNCvV3CJUswavkhAQg2,James Newton Howard,291579.0,60,"['orchestral soundtrack', 'soundtrack']",us (1)
1XLWox9w1Yvbodui0SRhUQ,StaySolidRocky,159840.0,59,"['melodic rap', 'viral rap']",us (2)
3MHaV05u0io8fQbZ2XPtlC,Prince Royce,7222786.0,76,"['bachata', 'latin hip hop', 'latin pop']",us (1)
6LqNN22kT3074XbTVUrhzX,Kesha,7422116.0,76,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",us (6)
0H39MdGGX6dbnnQPt6NQkZ,SAINt JHN,877621.0,71,"['melodic rap', 'pop rap', 'rap', 'slap house']",us (1)
4TEJudQY2pXxVHPE3gD2EU,BlocBoy JB,1380403.0,61,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap', 'vapor trap', 'viral rap']",us (2)
7pwufEBGfggjoI8twqlsmQ,Nessa Barrett,821246.0,70,"['alt z', 'electropop', 'pop', 'social media pop']",us (1)
7vCtweS8UVAXTyau2j0rDT,Josh Turner,2417713.0,64,"['contemporary country', 'country', 'country road']",us (2)
0q4NrXqJnc367PieejuROJ,Vice,19849.0,43,['chicano rap'],us (2)
